2601,1093
2502,1027
2355,993
566,628
2561,864
2656,772
3680,1225
794,406
451,1171
1696,1200
1704,1112
1907,1145
1964,980
1989,998
2023,988
2961,653
2992,449
3093,530
2559,993
2538,891
2513,868
