1546,2012,1948,1644
2210,1961,2048,1484
1002,1998,1388,1624
1294,555,1640,1804
1336,1502,1792,1904
284,592,820,1020
1029,1521,1280,820
2407,1218,1620,760
4111,348,2212,1692
2665,1624,2196,1120
2022,1428,1288,864
1315,1494,1888,1388
2000,1500,2312,1492
3339,1490,3012,1624
2499,1824,2036,1164
260,1928,816,1660
1572,1506,2048,940
1222,2181,2084,1488
1921,2309,2176,2028
2000,1500,2168,1152
2000,1500,2192,1436
2000,1500,2220,1676
3121,1105,2624,556
2945,1347,2636,840
3136,1460,2628,1152
3127,790,2660,1392
716,657,1268,588
636,362,1344,868
811,440,1436,1148
990,2394,1424,1384
1128,2280,1436,1656
1322,1077,1300,788
1456,2106,1676,1096
1631,1170,1664,1360
1607,2064,1704,1648
1493,2190,1728,1896
1519,1456,1380,1088
1441,1278,1628,1348
1200,1252,1892,1632
1016,2390,1928,1820
2355,1325,2588,1456
2000,1500,1584,1752
2000,1500,1624,2000
1169,980,1184,352
1523,435,1276,660
1522,1676,1304,992
350,2335,1348,1244
3516,766,2676,680
3565,447,2692,908
2530,836,2652,1204
2729,1763,2660,1524
3325,1174,2236,740
3370,1309,2396,1204
3261,965,2460,1488
2619,1123,2679,1012
206,2576,235,2540
259,877,326,623
3463,593,3401,333
2659,2085,2634,2132
2926,2623,2466,2666
1672,1615,1534,1658
1726,2574,1326,2629
1703,1103,1503,1061
3691,1043,3291,1102
3669,2234,3530,2667
1545,1774,2490,1736
1562,2342,1636,2226
2597,2316,2834,2116
2066,2365,2313,2245
2424,1818,1834,1778
787,87,1047,150
3130,2210,2630,2252
