1382,1550,1616,1816
1937,2507,2147,2862
3494,1977,3634,2252
232,1549,318,1680
625,146,864,556
1807,2694,1897,2923
3669,2088,3945,2373
101,890,225,1186
1076,75,1224,314
359,423,450,700
3631,453,3780,669
1431,2731,1471,2811
1001,1443,1083,1633
1528,2470,1609,2604
2623,1172,2825,1551
3504,1994,3683,2322
2387,1532,2480,1716
1934,1946,2066,2245
501,953,674,1222
2158,2876,2200,2988
1263,2855,1296,2945
2765,423,2765,424
1544,957,1683,1209
698,872,725,942
1320,272,1471,427
3284,2924,3444,3146
3273,655,3468,1198
221,2456,426,2807
729,1007,826,1283
332,164,598,635
767,135,751,170
293,1893,178,2032
3313,1292,3205,1579
3760,2806,3527,3090
2296,308,2250,429
1655,2642,1488,2882
3478,979,3337,1128
3170,612,2990,1012
3932,550,3742,785
2040,167,1948,418
2523,2188,2323,2420
2922,1751,2812,1878
1568,1018,1529,1132
2982,290,2792,530
81,1693,-47,1923
3131,2258,2986,2579
1906,1070,1730,1270
2095,200,2003,356
1130,278,1048,580
3748,2252,3649,2371
650,134,501,313
2847,1579,2597,1862
257,2092,145,2307
1327,703,1183,923
3780,1278,3724,1432
2196,1094,2101,1400
1431,2392,1265,2614
803,1361,654,1512
2609,356,2367,797
2458,1430,2160,1736
1779,2356,1587,2158
662,1424,514,1149
733,496,655,278
2127,1248,2066,1114
311,1863,205,1613
2886,1561,2757,1331
1687,1877,1639,1804
1306,1501,1284,1436
1700,2948,1596,2778
473,2736,215,2398
389,2428,301,2335
3099,1501,2930,1164
312,1832,256,1677
157,1536,-16,1159
2009,932,1880,577
2100,185,2200,316
2791,1939,2722,1863
1892,1272,1764,999
1836,1714,1701,1265
1651,563,1496,234
1827,80,1625,-149
3078,614,2974,506
236,2950,94,2681
3302,1840,3190,1482
765,1025,628,776
2551,1370,2532,1342
273,2139,161,1941
3796,2410,3581,2101
2385,2314,2223,2053
1503,1809,1447,1749
3376,1980,3710,1798
283,2777,472,2589
1163,2379,1357,2273
2682,695,3005,454
3641,2903,3804,2840
1346,1489,1490,1431
588,2635,795,2542
1687,2657,1992,2549
799,489,872,437
1272,2106,1243,2116
3285,2678,3468,2587
1699,2775,1642,2806
3838,972,4137,888
618,2144,741,2060
654,1344,863,1280
27,1529,211,1415
2838,969,3089,840
2591,2301,3045,2077
970,673,1198,477
1230,601,1256,586
2597,1369,2754,1217
1398,2011,1834,1864
2371,955,2672,790
1643,2799,1763,2744
360,2939,510,2861
3953,853,4105,804
