3202,2311,3305,2450
952,2166,1021,2329
170,1190,474,1576
1845,1531,2096,1810
508,560,652,858
2930,1047,3014,1283
1044,2028,1146,2250
3443,517,3554,774
996,2336,1063,2528
3430,960,3718,1405
459,863,638,1282
1174,164,1336,452
2248,607,2215,573
686,163,962,503
2018,1247,2289,1653
876,2222,1039,2566
2282,2489,2266,2466
1227,2702,1147,2540
12,1352,387,1943
1888,660,2074,981
2243,750,2640,1271
2676,2311,2983,2845
2265,425,2498,755
1841,2314,1942,2668
1685,1419,1968,1712
3964,1272,4111,1763
856,2115,987,2341
2901,284,2994,455
1829,2229,2077,2481
2246,2041,2458,2301
3531,343,3582,237
3325,2162,3036,2538
3362,2582,3186,2814
178,598,79,711
338,1056,350,1027
570,742,464,1007
652,738,552,983
548,2457,366,2825
334,992,77,1684
2285,2753,2268,2807
3473,857,3166,1388
3951,1123,3691,1729
654,1285,520,1650
3051,1620,2821,1872
3379,2253,3108,2684
819,497,683,850
3935,597,3861,734
3497,2245,3449,2403
3516,1008,3445,1260
3461,71,3206,467
3832,2144,3781,2248
396,2380,214,2946
815,1085,536,1692
3383,931,3300,1238
380,2540,162,2758
385,2881,239,3360
1390,1341,1374,1357
926,1687,738,1977
215,2667,35,3076
1398,1850,1131,2122
544,1610,268,1120
1406,2600,1061,2133
1150,1006,1014,650
1770,2521,1745,2474
3671,320,3603,234
2525,1050,2397,756
707,2154,493,1601
592,1448,569,1408
2999,1138,2953,1068
1152,1745,895,1396
3647,1871,3538,1562
2542,2813,2551,2845
2136,409,1715,-302
2697,768,2620,619
3958,1567,3689,1140
1681,1978,1460,1613
894,2233,742,1920
3034,20,2832,-361
3409,1368,3252,1042
901,362,683,-260
3447,1769,3197,1339
3253,1722,3118,1284
539,2451,473,2294
2781,677,2561,400
2667,395,2545,151
252,1103,192,977
3634,2536,3527,2389
1161,2048,910,1615
2450,884,2398,793
1930,281,1755,81
869,1086,1450,918
1354,12,1966,-554
3545,240,3922,-41
1483,1679,1795,1389
1983,2181,2394,1995
1104,2225,1608,2071
3522,862,3841,669
3111,2228,3473,1945
225,894,412,823
2656,2581,3198,2201
94,1262,303,1147
3699,1832,3924,1624
1608,448,1815,293
2910,1964,3286,1745
1627,1716,1949,1607
