2755,1080,2933,1356
421,775,511,979
3863,1096,3866,1102
3973,2218,4066,2479
379,16,598,334
3639,2911,3757,3045
1537,125,1659,277
2852,2253,3225,3172
989,2154,1188,2369
2512,1722,2690,1960
1576,325,1830,698
812,1090,1003,1717
3708,1737,3789,1903
2113,1011,2631,1645
747,2441,850,2556
2933,1330,3289,1689
2790,1507,3100,1936
3758,2680,3939,3292
3526,459,3868,978
3324,839,3468,1090
370,898,716,1667
2478,2346,2624,2751
2305,1437,2695,1839
3966,1348,4375,1955
3293,1291,3395,1657
2516,1271,2833,1608
1540,1314,1604,1466
3612,1172,3851,2011
1455,223,1314,26
3685,1207,4018,2003
699,1652,516,2100
404,932,245,1431
2082,176,1968,473
3639,1228,3222,1664
3209,2846,2996,3128
284,2977,55,3452
1572,104,1337,448
555,2036,373,2405
2613,9,1990,673
24,1221,-186,1452
797,890,683,1183
3370,1738,3332,1840
2937,1541,2659,1940
2429,2459,1961,2986
3969,1404,3725,1972
3535,57,3159,625
3060,326,3056,334
3531,2436,3561,2373
2322,1203,2278,1286
2126,207,2009,373
1882,1971,1576,2291
3563,270,3593,158
1764,49,1786,8
501,1591,174,2149
3724,365,3427,1038
3401,738,3052,1213
2114,1078,1817,1695
1194,1522,1164,1556
3441,2719,3360,2883
3994,1164,3838,1651
26,1472,-24,1373
462,740,176,283
3273,765,3056,510
3424,1000,3185,623
43,1900,-196,1634
3044,482,2772,-31
2184,2168,1969,1750
3713,2778,3435,2442
3380,1274,3271,1112
2979,2920,2789,2599
3129,1554,2945,1132
3550,2907,3331,2543
473,2695,309,2380
3560,817,3470,501
1956,1214,1856,1015
3776,418,3698,246
230,2316,256,2354
776,1677,540,1355
319,983,159,625
3084,1898,3067,1852
845,2203,598,1838
924,222,753,-4
3147,1409,3004,1027
98,284,-37,54
3980,1340,3931,1280
3756,2425,3548,2072
3832,2653,3583,1896
3199,1953,2875,1538
3727,546,3718,532
116,2451,-5,2310
1675,2595,2272,2295
3852,426,4191,301
101,1905,640,1481
