2998,2278
1651,1816
3821,2518
1437,808
3229,1027
3326,1243
1494,1858
2333,1354
3980,1299
3612,2929
1480,193
2005,315
1450,2633
478,2596
3263,942
567,436
3107,2727
3546,870
1091,1623
2900,3288
2966,147
2863,1351
2899,312
2288,1607
3334,1105
2959,1660
904,2811
2417,1266
1788,2406
464,2324
3025,409
2364,833
2008,2591
1021,553
3565,736
1611,93
3091,2129
2327,887
2414,-134
3296,2865
3691,1126
600,-126
2141,-34
2465,2475
3433,1783
2537,1599
1241,1884
2943,1056
2183,2222
1350,1513
2065,780
1573,1933
1730,314
1703,2626
3588,2848
723,1323
1590,54
1255,2636
1580,2180
3597,2473
2205,2172
1065,1677
642,2083
677,192
166,1780
3627,25
3134,1963
1226,1737
3259,2791
3486,2364
2092,127
3551,1597
2795,2224
3525,2459
2112,2087
348,1431
3346,1669
205,2055
1548,1933
820,1326
1025,2569
2330,503
2243,2762
2308,2618
2439,762
1922,1544
-125,-18
990,2280
1744,858
4081,1781
3214,2755
2291,1572
4169,2035
