1310,1916
3257,2257
718,2084
1153,1066
1044,2478
350,1008
2571,882
1489,1152
3589,1831
3821,2398
2887,773
3824,2770
4009,1238
2192,5
2088,2856
1503,1605
2356,936
2750,1181
1254,2056
1084,794
2174,1744
2904,812
1767,989
128,2329
3006,2954
820,958
3360,558
261,1352
2148,2836
1991,2635
3332,1520
1378,2370
140,2103
3967,297
2805,3166
1979,1677
1802,3002
3506,498
3944,1208
461,1205
2673,457
693,2641
3203,1330
121,2247
768,1487
2042,685
2877,1823
1082,1167
1403,69
1504,324
786,2717
3595,557
2048,1980
785,-183
3713,2554
3320,1602
1496,3027
3336,1568
138,1289
3168,1981
431,1373
457,-57
2084,-113
822,2222
298,2966
1728,1609
1292,1099
159,1601
3963,1796
978,2395
4523,-231
1094,3213
3017,969
1043,762
954,1034
2136,2714
897,946
2458,2475
468,568
2344,226
2625,2993
2536,2859
3368,745
2767,2304
1470,1491
2318,498
669,943
2399,1918
2025,543
1000,2244
1933,3277
1650,502
3331,2587
1827,727
3840,218
2347,471
997,2652
1580,200
2409,2674
3635,2563
3125,2004
2463,2010
4203,1105
844,-209
3124,1074
1939,2105
1674,619
1445,2367
2731,93
2883,2428
3718,768
384,1304
781,1098
