1264,1492
1264,1716
2656,1152
2644,1436
2652,1684
1280,1176
1296,1444
1312,1684
912,284
964,572
1016,860
2744,308
2724,620
2728,860
1472,356
1508,696
1508,936
3192,352
3152,660
3132,948
2232,760
2232,1024
2636,440
2628,732
2628,1008
1084,444
2063,1716
1855,1303
2258,900
2049,2563
3990,2033
2853,1174
1232,460
3962,1091
959,2455
364,353
2914,1975
976,2989
991,1949
2833,2701
2113,1236
756,1154
1511,522
3970,391
2404,2991
2784,2589
80,2350
1439,718
1165,872
1831,659
2372,575
390,1868
3779,631
379,1357
567,2636
